ogc_fid,gml_id,id,codseccion,munide,nuevos_mun,codigo,cod_dep,nom_dep,cod_prov,nom_prov,cod_mun,cat_sec,nom_mun,cantones,poblacion,area,perimeter,prov,pob_tot,hombres,mujeres,tc_92_01,lengua,zlengua,adscrip,zadscrip,pueblos,anal_tot,anal_hom,anal_muj,tmi,part_per,tgf,tmn,nbi_92,nbi_01
406,indigena.406,365.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,29861.5,664.034,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
407,indigena.407,380.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,32869.984,709.018,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
456,indigena.456,232.0,060303,228.0,0.0,060303,6,Tarija,3,Gran Chaco,3,TERCERA,Villamontes,1,19568,1.1898507579016E10,662845.725,Gran Chaco,23765.0,12531.0,11234.0,2.1,5328.0,22.4,3388.0,23.6,"Guarani Quechua,Weenhayek",9.5,5.7,13.9,52.4,78.6,4.6,6.1,67.6,55.0
408,indigena.408,387.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,268588.313,2472.131,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
410,indigena.410,400.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,1627292.469,5780.155,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
411,indigena.411,451.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,26356.969,630.675,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
412,indigena.412,474.0,051402,0.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,615601.922,3030.993,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
413,indigena.413,166.0,070704,245.0,0.0,070704,7,Santa Cruz,7,Cordillera,4,CUARTA,Cuevo,1,3135,8.79513789E8,148090.656,Cordillera,3406.0,1872.0,1534.0,0.9,1464.0,43.0,984.0,49.3,"Guarani,Aymara",15.8,10.7,22.3,56.2,60.7,5.8,2.2,73.6,71.9
409,indigena.409,1.0,070707,241.0,0.0,070707,7,Santa Cruz,7,Cordillera,7,SEPTIMA,Boyuibe,2,3741,1.675443277844E9,223451.98,Cordillera,4031.0,2225.0,1806.0,0.8,1323.0,32.8,1152.0,49.6,"Guarani,Quechua",14.5,8.2,23.1,46.6,69.7,6.0,-18.1,82.2,71.5
417,indigena.417,367.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,737515.641,4054.474,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
418,indigena.418,402.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,211766.047,1714.125,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
419,indigena.419,475.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,380272.844,2811.673,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
420,indigena.420,368.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,899843.688,3978.142,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
421,indigena.421,450.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,21144.047,536.623,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
457,indigena.457,147.0,010903,17.0,0.0,010903,1,Chuquisaca,9,Sur Cinti,3,TERCERA,Las Carretas,8,3336,9.96754684094E8,177597.046,Sur Cinti,3556.0,1809.0,1747.0,0.7,1009.0,28.4,297.0,14.0,Quechua,24.6,14.1,35.9,43.2,57.5,5.3,-5.8,93.4,88.8
422,indigena.422,369.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,2840881.125,6982.285,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
423,indigena.423,452.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,32236.438,725.2,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
424,indigena.424,379.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,668267.344,4340.527,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
425,indigena.425,401.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,6742077.031,21769.865,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
426,indigena.426,370.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,386812.078,2345.899,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
427,indigena.427,371.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,351332.094,2192.203,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
458,indigena.458,272.0,050801,213.0,0.0,050801,5,Potosi,8,Sur Chichas,1,PRIMERA,Tupiza,12,40092,6.208286628328E9,516753.426,Sur Chichas,38337.0,18179.0,20158.0,-0.5,19511.0,50.9,14142.0,61.5,Quechua,19.1,6.0,30.0,69.1,65.3,4.9,-18.5,71.4,57.1
459,indigena.459,152.0,051601,199.0,0.0,051601,5,Potosi,16,Enrique Baldivieso,1,PRIMERA,San Agust?n,4,1313,2.106210305656E9,246727.856,Enrique Baldivieso,1640.0,781.0,859.0,2.4,1535.0,93.6,941.0,94.4,Quechua,12.1,2.8,20.6,93.7,43.0,3.8,-13.2,97.0,98.7
460,indigena.460,150.0,060101,226.0,0.0,060101,6,Tarija,1,Cercado3,1,PRIMERA,Tarija,9,108241,2.141728436938E9,354408.666,Cercado,153457.0,73954.0,79503.0,3.8,23366.0,15.2,19069.0,19.1,Quechua,9.9,4.7,14.6,38.3,86.7,3.1,10.3,52.7,31.3
461,indigena.461,195.0,051001,216.0,0.0,051001,5,Potosi,10,Sur Lipez,1,PRIMERA,San Pablo de Lipez,3,2412,1.5259355650844E10,716502.206,Sud Lipez,2523.0,1286.0,1237.0,0.5,1949.0,77.3,1170.0,82.5,Quechua,16.8,5.6,28.3,113.5,38.2,7.3,-15.7,99.1,99.8
462,indigena.462,278.0,060302,227.0,0.0,060302,6,Tarija,3,Gran Chaco,2,SEGUNDA,Carapar?,4,7816,3.14722123864099E9,445531.966,Gran Chaco,9035.0,5124.0,3911.0,1.6,1483.0,16.4,993.0,18.9,"Guarani,Quechua",19.2,11.7,30.1,54.9,48.9,5.1,7.0,94.4,86.7
428,indigena.428,378.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,5688222.641,11400.53,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
429,indigena.429,145.0,010701,9.0,0.0,010701,1,Chuquisaca,7,Nor Cinti,1,PRIMERA,Camargo,3,13749,1.995534962484E9,233074.644,Nor Cinti,14009.0,6819.0,7190.0,0.2,6018.0,43.0,3826.0,48.3,Quechua,26.5,17.0,34.7,67.6,52.3,5.7,-18.1,83.0,71.4
435,indigena.435,374.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1152127.391,5051.676,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
463,indigena.463,215.0,060402,224.0,0.0,060402,6,Tarija,4,Avilez,2,SEGUNDA,Yunchara,12,5036,1.838985986016E9,249484.048,Avilez,5173.0,2451.0,2722.0,0.3,1619.0,31.3,214.0,7.4,Quechua,35.0,17.9,49.1,97.3,24.9,6.8,-11.4,98.8,98.7
430,indigena.430,372.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1476869.484,6497.966,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
431,indigena.431,404.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,34729.766,709.953,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
432,indigena.432,403.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,127489.266,1367.079,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
436,indigena.436,377.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,382850.453,2512.34,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
433,indigena.433,399.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,3635236.281,9237.279,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
437,indigena.437,16.0,050901,207.0,0.0,050901,5,Potosi,9,Nor Lipez,1,PRIMERA,"Colcha\"K\" (V.Martin)",13,7733,1.57617156293129E10,1091812.407,Nor Lipez,9645.0,4871.0,4774.0,2.4,8177.0,84.8,5280.0,94.0,"Quechua,Aymara",12.5,5.2,20.7,99.6,45.1,5.1,-13.9,93.8,88.8
464,indigena.464,287.0,060301,229.0,0.0,060301,6,Tarija,3,Gran Chaco,1,PRIMERA,Yacuiba,4,47228,3.672216948328E9,304214.116,Gran Chaco,83518.0,41695.0,41823.0,6.2,20350.0,24.4,15390.0,30.9,"Quechua,Aymara,Guarani",10.5,5.5,15.3,51.7,80.6,4.2,12.6,68.9,48.7
465,indigena.465,151.0,060401,223.0,0.0,060401,6,Tarija,4,Avilez,1,PRIMERA,Uriondo,3,11174,8.04886739016E8,177661.242,Avilez,12331.0,6155.0,6176.0,1.1,1475.0,12.0,256.0,3.6,Quechua,24.2,13.9,34.5,60.7,63.3,4.1,-2.1,91.1,79.9
466,indigena.466,273.0,051501,204.0,0.0,051501,5,Potosi,15,Modesto Omiste,1,PRIMERA,Villaz?n,13,31737,2.47193962759399E9,305184.653,Modesto Omiste,36266.0,17215.0,19051.0,1.4,15969.0,44.0,10640.0,51.7,"Quechua,Aymara",16.1,5.8,24.4,76.7,66.1,4.6,8.8,76.4,60.2
467,indigena.467,279.0,051002,214.0,0.0,051002,5,Potosi,10,Sur Lipez,2,SEGUNDA,Mojinete,5,637,4.06718291172E8,113478.462,Sud Lipez,716.0,331.0,385.0,1.3,644.0,89.9,418.0,99.3,Quechua,18.3,2.0,33.2,120.1,37.7,7.3,3.4,98.7,98.3
434,indigena.434,373.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,6797659.313,12381.485,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
438,indigena.438,375.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,592375.875,3241.94,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
468,indigena.468,194.0,051003,215.0,0.0,051003,5,Potosi,10,Sur Lipez,3,TERCERA,San Antonio de Esmoraca,2,1109,2.507061815719E9,281019.524,Sud Lipez,1666.0,824.0,842.0,4.4,1499.0,90.0,867.0,89.1,Quechua,18.0,5.1,30.7,91.7,29.3,7.3,-4.8,99.8,99.8
439,indigena.439,376.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,1344273.516,5412.255,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
443,indigena.443,398.0,051401,197.0,0.0,051401,5,Potosi,14,Daniel Campos,1,PRIMERA,Llica,7,3133,933701.984,3751.308,Daniel Campos,2901.0,1486.0,1415.0,-0.8,1807.0,62.3,1845.0,93.0,"Aymara,Quechua",3.2,0.9,5.7,78.4,56.8,3.7,-19.7,81.4,88.7
444,indigena.444,168.0,011002,6.0,0.0,011002,1,Chuquisaca,10,Luis Calvo,2,SEGUNDA,Huacaya,3,1986,1.195486279156E9,185355.03,Luis Calvo,2345.0,1232.0,1113.0,1.8,1182.0,50.4,792.0,63.8,Guarani,20.5,14.1,27.9,74.0,35.1,6.4,-10.7,98.8,97.8
445,indigena.445,448.0,050901,207.0,0.0,050901,5,Potosi,9,Nor Lipez,1,PRIMERA,"Colcha\"K\" (V.Martin)",13,7733,4014.797,244.011,Nor Lipez,9645.0,4871.0,4774.0,2.4,8177.0,84.8,5280.0,94.0,"Quechua,Aymara",12.5,5.2,20.7,99.6,45.1,5.1,-13.9,93.8,88.8
446,indigena.446,447.0,050901,207.0,0.0,050901,5,Potosi,9,Nor Lipez,1,PRIMERA,"Colcha\"K\" (V.Martin)",13,7733,43629.406,937.322,Nor Lipez,9645.0,4871.0,4774.0,2.4,8177.0,84.8,5280.0,94.0,"Quechua,Aymara",12.5,5.2,20.7,99.6,45.1,5.1,-13.9,93.8,88.8
447,indigena.447,446.0,050901,207.0,0.0,050901,5,Potosi,9,Nor Lipez,1,PRIMERA,"Colcha\"K\" (V.Martin)",13,7733,17079.328,498.122,Nor Lipez,9645.0,4871.0,4774.0,2.4,8177.0,84.8,5280.0,94.0,"Quechua,Aymara",12.5,5.2,20.7,99.6,45.1,5.1,-13.9,93.8,88.8
440,indigena.440,384.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,2.2327312109E7,20937.39,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
441,indigena.441,148.0,010703,10.0,0.0,010703,1,Chuquisaca,7,Nor Cinti,3,TERCERA,Incahuasi,4,20309,1.883848549688E9,281974.803,Nor Cinti,23394.0,11224.0,12170.0,1.5,18957.0,81.0,9936.0,82.9,Quechua,43.0,30.5,53.2,100.5,20.9,8.0,-9.4,98.6,96.2
442,indigena.442,280.0,011003,7.0,0.0,011003,1,Chuquisaca,10,Luis Calvo,3,TERCERA,Machareti,6,5654,7.95889724606299E9,445635.987,Luis Calvo,7386.0,3967.0,3419.0,2.9,2280.0,30.9,1646.0,39.2,"Guarani,Quechua",13.8,8.9,19.8,43.3,61.7,5.3,0.1,92.6,85.2
448,indigena.448,445.0,050901,207.0,0.0,050901,5,Potosi,9,Nor Lipez,1,PRIMERA,"Colcha\"K\" (V.Martin)",13,7733,16107.234,573.967,Nor Lipez,9645.0,4871.0,4774.0,2.4,8177.0,84.8,5280.0,94.0,"Quechua,Aymara",12.5,5.2,20.7,99.6,45.1,5.1,-13.9,93.8,88.8
449,indigena.449,196.0,050902,208.0,0.0,050902,5,Potosi,9,Nor Lipez,2,SEGUNDA,San Pedro de Quemes,5,587,4.171586342938E9,390395.812,Nor Lipez,815.0,444.0,371.0,3.5,294.0,36.1,261.0,51.7,"Quechua,Aymara",6.9,3.4,11.8,80.7,46.1,4.0,-27.8,89.8,95.4
469,indigena.469,285.0,060201,223.0,0.0,060201,6,Tarija,2,Arce,1,PRIMERA,Padcaya,12,17341,4.451910134547E9,446432.602,Arce,19260.0,10074.0,9186.0,1.1,2001.0,10.4,453.0,4.2,Quechua,22.7,13.0,33.7,56.6,44.8,5.3,0.8,93.7,88.1
470,indigena.470,216.0,060202,221.0,0.0,060202,6,Tarija,2,Arce,2,SEGUNDA,Bermejo,4,27372,3.83004419938E8,128647.007,Arce,33310.0,17140.0,16170.0,2.1,6485.0,19.5,4456.0,21.6,Quechua,12.1,6.2,18.4,55.5,79.2,4.1,3.1,60.0,43.2
